route_id,start_location,end_location,transport_mode,filename
b90c9cfe-f45f-474a-af87-f82e88bc8f6a,Ronald Reagan Washington National Airport,Oahu Airport,plane,great_circle_route_112.geojson
c326ff88-3e3b-4075-88ea-86ba88d8bff2,Oahu Airport,Maui Airport,plane,great_circle_route_113.geojson
fdae1496-e9de-43f2-9845-8fcf7f63dabd,Maui Airport,Lihue Airport,plane,great_circle_route_114.geojson
954202c2-d76a-4bd7-8bc5-1e4d11a44f22,Lihue Airport,Maui Airport,plane,great_circle_route_115.geojson
3a3c1d8a-408d-4063-8a31-91a9a7597325,JFK New York Airport,Schiphol Airport,plane,great_circle_route_116.geojson
a012fe3f-cabb-4c02-be09-6e94152ec99f,JFK New York Airport,Heathrow Airport,plane,great_circle_route_117.geojson
c754b4b1-4867-4a4a-8a9b-005e4882df06,"San Juan Airport, Puerto Rico",Cyril E. King Airport,plane,great_circle_route_118.geojson
fa7f33af-aac3-40ea-b687-ef0825da318b,Alappuzha,Alappuzha,boat,boat_kerala_backwaters.geojson
e76fb89a-99d3-4aef-b9ad-383c80e9369a,Fort Cochin,Fort Cochin,boat,boat_fort_kochi.geojson
5be7b04f-c141-48e8-b2a1-6555a316d624,Istanbul,Istanbul,boat,boat_istanbul.geojson
bbcb9b44-588b-49db-8373-7ca326cb56ed,"Portland, OR","Lincoln City, OR",auto,bbcb9b44-588b-49db-8373-7ca326cb56ed.geojson
a41706a9-ce89-4d3d-8dcd-2374682e7c8c,"Lincoln City, OR","Crescent City, CA",auto,a41706a9-ce89-4d3d-8dcd-2374682e7c8c.geojson
08d006a8-9d46-43a6-b9e4-db8444a680b7,"Crescent City, CA","Eureka, CA",auto,08d006a8-9d46-43a6-b9e4-db8444a680b7.geojson
a566bafe-02e3-4367-ad77-a007a0617184,Edinburgh,Stirling,auto,a566bafe-02e3-4367-ad77-a007a0617184.geojson
e314d2c3-8c23-497f-bd72-eb22123aaf6a,Stirling,"Mallaig, UK",auto,e314d2c3-8c23-497f-bd72-eb22123aaf6a.geojson
b3e3e70a-4379-4558-94b6-670f7fa2bd3a,"Mallaig, UK","Fort William, UK",auto,b3e3e70a-4379-4558-94b6-670f7fa2bd3a.geojson
6299c7a1-4f85-4dfe-8756-c8072b99d6f5,"Mallaig, UK",Inverness,auto,6299c7a1-4f85-4dfe-8756-c8072b99d6f5.geojson
c048b615-7f61-41c9-a9d7-e1f5d41bca54,Kyle of Lochalsh,Garrafad,auto,c048b615-7f61-41c9-a9d7-e1f5d41bca54.geojson
dd52c565-17e0-4437-a6ab-ebcd6fff364d,Kyle of Lochalsh,Rubha Phoil,auto,dd52c565-17e0-4437-a6ab-ebcd6fff364d.geojson
aca22bf2-4129-4d8b-95a6-587cd0f94264,"Mallaig, UK",Isle of Skye,boat,boat_mallaig_ferry.geojson
4a58becc-194a-46ca-af95-87e808cd06aa,"Fort William, UK",Invergarry,auto,4a58becc-194a-46ca-af95-87e808cd06aa.geojson
ef5f88fe-27c8-4f92-9365-4f1a59b9248a,Invergarry,Kyle of Lochalsh,auto,ef5f88fe-27c8-4f92-9365-4f1a59b9248a.geojson
af548f3a-f3ad-4f3c-acac-9f210bc9acc5,Llandudno,London,auto,af548f3a-f3ad-4f3c-acac-9f210bc9acc5.geojson
6e1b4367-6098-4a9b-a652-d217a7c68951,Amritsar,Attari-Wagah,auto,6e1b4367-6098-4a9b-a652-d217a7c68951.geojson
c9b1f0b4-01fa-4f1c-8f2c-c74bb8e4564a,"Liberia, Costa Rica","Managua, Nicaragua",auto,c9b1f0b4-01fa-4f1c-8f2c-c74bb8e4564a.geojson
95866f6a-10e7-44b1-a86c-ccfdfb4e20ba,"Managua, Nicaragua","Tegucigalpa, Honduras",auto,95866f6a-10e7-44b1-a86c-ccfdfb4e20ba.geojson
e6601f0d-daf5-4096-ab9e-236f25b1e573,"Tegucigalpa, Honuduras","San Pedro Sula, Honduras",auto,e6601f0d-daf5-4096-ab9e-236f25b1e573.geojson
8caee717-a964-49c3-82b0-264e28f5d6a2,"San Pedro Sula, Honduras","Puerto Cortes, Honduras",auto,8caee717-a964-49c3-82b0-264e28f5d6a2.geojson
77641565-3831-423d-9a05-530ed970258b,"Puerto Cortes, Honduras","Placencia, Belize",boat,boat_belize_honduras.geojson
db3b864b-ec75-424d-b164-4c82c66478ac,"Independence, Belize","Belmopan, Belize",auto,db3b864b-ec75-424d-b164-4c82c66478ac.geojson
ab5e4037-7fc8-4f38-8b0a-246ccb199479,"Belmopan, Belize","Belize City, Belize",auto,ab5e4037-7fc8-4f38-8b0a-246ccb199479.geojson
7371bcdf-0dfc-4c54-9bfd-9d731310819a,"Belize City, Belize","Caye Caulker, Belize",boat,boat_belize_city_caye_caulker.geojson
c44fadfb-fede-4a0b-a80c-0ca2a54ff9d7,"Belize City, Belize","Flores, Guatemala",auto,c44fadfb-fede-4a0b-a80c-0ca2a54ff9d7.geojson
0b9f5795-9044-4eae-9800-3af0377d812c,"Flores, Guatemala",Tikal,auto,0b9f5795-9044-4eae-9800-3af0377d812c.geojson
d02c1df7-cc7a-4e95-8307-484ef78c32ac,"Flores, Guatemala","Guatemala City, Guatemala",auto,d02c1df7-cc7a-4e95-8307-484ef78c32ac.geojson
ff6d6205-2d7d-4d87-be21-4918caef743c,"Guatemala City, Guatemala","Antigua, Guatemala",auto,ff6d6205-2d7d-4d87-be21-4918caef743c.geojson
0de81549-a3fb-4c9f-bede-0ffbfbea9132,"Antigua, Guatemala","Lago Atitlan, Guatemala",auto,0de81549-a3fb-4c9f-bede-0ffbfbea9132.geojson
acc59505-6603-4af0-b72d-da16ddc5448e,"Lago Atitlan, Guatemala","Tajumulco, Guatemala",auto,acc59505-6603-4af0-b72d-da16ddc5448e.geojson
34409866-09a2-4c90-af2b-4778a1385271,"Tajumulco, Guatemala","Tajumulco, Guatemala",auto,34409866-09a2-4c90-af2b-4778a1385271.geojson
322aad23-5487-4bef-a6fb-55e043c82ebf,"Tajumulco, Guatemala","Guatemala City, Guatemala",auto,322aad23-5487-4bef-a6fb-55e043c82ebf.geojson
a37eabd1-9efd-4973-bbb7-fcbe0f82cd19,"Guatemala City, Guatemala","San Salvador, El Salvador",auto,a37eabd1-9efd-4973-bbb7-fcbe0f82cd19.geojson
a9dd6561-b112-41d9-be40-f1c33d5f0e16,"San Salvador, El Salvador","Managua, Nicaragua",auto,a9dd6561-b112-41d9-be40-f1c33d5f0e16.geojson
f36e6c1c-b064-4578-b1b3-ccf86f04e525,"Ometepe, Nicaragua","Rivas, Nicaragua",boat,boat_ometepe.geojson
5bafdaa0-2ef3-4a29-9140-bff136dc166d,"Managua, Nicaragua","San Juan del Sur, Nicaragua",auto,5bafdaa0-2ef3-4a29-9140-bff136dc166d.geojson
a0e1c3cb-0e12-475b-9a36-2efe92d64d5c,"Managua, Nicaragua","Granada, Nicaragua",auto,a0e1c3cb-0e12-475b-9a36-2efe92d64d5c.geojson
33c3b808-7a7b-417e-859e-01fc8b33d297,"Granada, Nicaragua","San Juan del Sur, Nicaragua",auto,33c3b808-7a7b-417e-859e-01fc8b33d297.geojson
748c178a-df30-4cf3-9a6c-4c5a298552ba,Juan Santamaría International Airport,"Colon, Costa Rica",auto,748c178a-df30-4cf3-9a6c-4c5a298552ba.geojson
c9c2101a-1e1c-43aa-ad86-f0b9186f6967,"Colon, Costa Rica","Jaco, Costa Rica",auto,c9c2101a-1e1c-43aa-ad86-f0b9186f6967.geojson
4703c445-3cbf-492b-a0d2-c80c9795a93e,San Isidro de El General,Puerto Jimenez,auto,4703c445-3cbf-492b-a0d2-c80c9795a93e.geojson
3c21e62f-4ac9-4230-8fd0-d3cde9ee156d,"Colon, Costa Rica",San Isidro de El General,auto,3c21e62f-4ac9-4230-8fd0-d3cde9ee156d.geojson
d37f01ac-901a-4135-9bdb-d9115ebdc7f9,Puerto Jimenez,"Carate, Costa Rica",auto,d37f01ac-901a-4135-9bdb-d9115ebdc7f9.geojson
0de1b531-30c3-4fbb-9bd4-9fa7e6259243,"Quepos, Costa Rica","Playa Manuel Antonio, Costa Rica",auto,0de1b531-30c3-4fbb-9bd4-9fa7e6259243.geojson
66f9b2fb-6142-4ad1-8b1a-bcb754eee772,"Jaco, Costa Rica",Puerto Jimenez,auto,66f9b2fb-6142-4ad1-8b1a-bcb754eee772.geojson
bb0c6ff6-bba6-4d43-b2b8-cb369879de9a,"Parrita, Costa Rica","Quepos, Costa Rica",auto,bb0c6ff6-bba6-4d43-b2b8-cb369879de9a.geojson
3fedd7e5-4d40-412d-a2d6-8f64ca2f1b7d,Puerto Jimenez,Drake Bay Airport,auto,3fedd7e5-4d40-412d-a2d6-8f64ca2f1b7d.geojson
5c3a5843-d278-47e6-acd5-98ef54e67c85,San Isidro de El General,Chirripo Trailhead,auto,5c3a5843-d278-47e6-acd5-98ef54e67c85.geojson
a3025983-9b85-4f0b-bea6-6bc8edc637fa,"Colon, Costa Rica",Puntarenas,auto,a3025983-9b85-4f0b-bea6-6bc8edc637fa.geojson
39d0802e-623e-4e36-adeb-ef1c312723bf,Ferry Paquera,Puerto Paquera,boat,boat_puntarenas.geojson
7928aa52-1aaa-4358-9587-df517658a6c9,Playa las Manchas,Paquera,auto,7928aa52-1aaa-4358-9587-df517658a6c9.geojson
15ead51d-0380-44e4-aa73-b6841e01a2ea,"Colon, Costa Rica",Bijagua de Upala,auto,15ead51d-0380-44e4-aa73-b6841e01a2ea.geojson
c6074105-3888-4d05-90a2-ac2716c4c219,Juan Santamaría International Airport,"Liberia, Costa Rica",auto,c6074105-3888-4d05-90a2-ac2716c4c219.geojson
4a52fead-a398-4a64-9664-e522b6439ffe,"Colon, Costa Rica",MonteverdeReserva biológica Bosque Nuboso Monteverde,auto,4a52fead-a398-4a64-9664-e522b6439ffe.geojson
2b49d2c8-f928-4cb9-93bc-b84af5e81558,"Colon, Costa Rica",Poasito,auto,2b49d2c8-f928-4cb9-93bc-b84af5e81558.geojson
40e64c63-87c0-4b34-9556-e20470e82b0d,"Colon, Costa Rica",Rincon de la Vieja,auto,40e64c63-87c0-4b34-9556-e20470e82b0d.geojson
200ff67e-409f-4943-8e41-abd661308f9c,"Colon, Costa Rica",Volcan Arenal,auto,200ff67e-409f-4943-8e41-abd661308f9c.geojson
1746662b-47be-4eac-a8e5-800e596fb2e5,Bijagua de Upala,Volcan Arenal,auto,1746662b-47be-4eac-a8e5-800e596fb2e5.geojson
41e7fbf2-84ef-4d98-9634-4123b1b1c621,"Liberia, Costa Rica",Hacienda Murciélago,auto,41e7fbf2-84ef-4d98-9634-4123b1b1c621.geojson
171f4c8e-6d7f-49d9-9565-e1e7181e7bef,"Liberia, Costa Rica",Museo Histórico Casona de Santa Rosa,auto,171f4c8e-6d7f-49d9-9565-e1e7181e7bef.geojson
46539c3a-a99f-4caa-9743-6013020900ae,"Colon, Costa Rica","Puerto Viejo de Talamanca, Costa Rica",auto,46539c3a-a99f-4caa-9743-6013020900ae.geojson
bd134666-8af2-42af-a9f4-191ed47e5b4b,"Puerto Viejo de Talamanca, Costa Rica",Ferry Bocas,auto,bd134666-8af2-42af-a9f4-191ed47e5b4b.geojson
1a3d0535-1cbb-4bac-9fa8-08076923c095,"Puerto Viejo de Talamanca, Costa Rica",Suretka,auto,1a3d0535-1cbb-4bac-9fa8-08076923c095.geojson
151c204e-2334-4d26-b0c8-4e7fcb9692d5,Puerto Amubri,Amubri,auto,151c204e-2334-4d26-b0c8-4e7fcb9692d5.geojson
4b2d6128-23e6-4578-a12c-150b50006a4b,"Quepos, Costa Rica",Flutterby House,auto,4b2d6128-23e6-4578-a12c-150b50006a4b.geojson
97717e4b-80cd-47f5-a374-409702b46924,"Puerto Viejo de Talamanca, Costa Rica",Refugio Nacional Gandoca-Manzanillo,auto,97717e4b-80cd-47f5-a374-409702b46924.geojson
71158606-ec1c-4648-af6a-4e4fffc616db,Barrio Conejo,"Paseo la Palmita 10-107, Bocas del Toro, Panama",boat,boat_bocas_del_toro.geojson
c7e6e38d-1b51-4ade-8a36-ef2afaf95507,Bastimentos,Bastimentos,hike,hike_bastimentos.geojson
2e2f0e92-5417-4269-b03a-a648af8145e5,"Cancun Airport, Mexico","Tulum, Mexico",auto,2e2f0e92-5417-4269-b03a-a648af8145e5.geojson
10760f95-3ee6-4cec-bc57-74854fa41fdd,"Tulum, Mexico","Coba, Mexico",auto,10760f95-3ee6-4cec-bc57-74854fa41fdd.geojson
a5bcf744-0b22-4cdc-ae1e-115067ce9279,"Tulum, Mexico","Valladolid, Yucatan, Mexico",auto,a5bcf744-0b22-4cdc-ae1e-115067ce9279.geojson
0524d37d-75ae-4121-a6f9-9b1703889aa5,"Tulum, Mexico",Centro de Visitantes Reserva de la Biosfera Sian Ka'an,auto,0524d37d-75ae-4121-a6f9-9b1703889aa5.geojson
af42eb6a-0ac7-4d18-8112-8a0d6748136a,"Tulum, Mexico",Chunyaxché,auto,af42eb6a-0ac7-4d18-8112-8a0d6748136a.geojson
ea047182-62b3-4872-9be3-fddf73d0dbfc,"Valladolid, Yucatan, Mexico",San Felipe Nuevo,auto,ea047182-62b3-4872-9be3-fddf73d0dbfc.geojson
8667840b-478f-4cae-ad55-f99675e402f2,Muyil,Muyil,boat,boat_mayan_canal_float.geojson
98d27672-5606-4b03-aa5a-66a8c7ae774e,Muyil,Muyil,hike,hike_muyil.geojson
7153c6a6-8f0f-45e5-ac67-655cc68f9059,Muyil,Muyil,boat,boat_muyil_connector.geojson
30faec23-eb4a-423e-a920-d3dda0033379,Boca Paila,"Punta Allen, Mexico",boat,boat_sian_kaan.geojson
b7551526-294d-4cd9-b55d-f1c163e15a2a,"Tulum, Mexico",Cenote Dos Ojos,auto,b7551526-294d-4cd9-b55d-f1c163e15a2a.geojson
9aa0e64f-7ebd-415a-8547-c5a01fdf21c0,"Tulum, Mexico",Playa Pescadores,auto,9aa0e64f-7ebd-415a-8547-c5a01fdf21c0.geojson
